Employee ID,Gender,Age,Department,Job Role,Date of Joining,Salary (BGN),Performance Rating,Absenteeism Rate,Engagement Score,Education Level,Years in Current Role,Years at Company,Promotion in Last 2 Years,Overtime Hours per Week,Training Hours per Year,Office Location,Bonus Received in Last Year
4073,Female,40,Wealth Management,Financial Advisor,10/19/2022,1400,1,0.42,1,High School,5,1,No,0,36,Ruse,No
3498,Female,50,Product Management,Product Development Specialist,10/28/2017,8100,5,0.01,4.3,Bachelor's,3,6,No,18,41,Sofia,Yes
5756,Female,57,Collection,Collection Manager,10/24/2010,3400,1,0.4,1,Bachelor's,6,13,No,8,57,Ruse,Yes
7354,Female,55,Human Resources,HR Manager,4/14/2015,4100,2,0.48,1.2,PhD,7,9,Yes,18,38,Burgas,No
8805,Male,33,Sales,Sales Representative,2/15/2011,1400,1,0.37,1.3,Master's,9,13,No,18,14,Sofia,Yes
6560,Male,33,Human Resources,Training Coordinator,12/19/2018,6100,4,0.01,3.9,Bachelor's,3,5,Yes,16,63,Varna,Yes
2745,Female,25,Product Management,Product Analyst,9/21/2013,6100,4,0.02,2.7,High School,3,11,Yes,18,79,Plovdiv,No
5256,Female,27,Treasury,Treasury Manager,2/24/2024,7500,5,0.06,4.2,Bachelor's,2,0,Yes,17,67,Ruse,Yes
9714,Female,38,Risk Management,Compliance Officer,02/02/2021,6300,2,0.41,2.4,Bachelor's,5,3,No,17,54,Ruse,Yes
2438,Male,39,Customer Support,Technical Support Specialist,10/19/2015,1700,1,0.28,1.5,PhD,4,8,No,6,12,Burgas,No
1311,Male,23,Customer Support,Customer Service Manager,8/26/2016,3100,1,0.33,1.4,PhD,1,8,No,13,28,Burgas,No
6544,Male,42,Digital Banking,Digital Product Manager,6/17/2015,4000,1,0.27,1,Bachelor's,6,9,No,0,12,Burgas,No
3315,Female,58,Marketing,Communications Specialist,01/11/2013,5600,2,0.42,1.7,Bachelor's,7,11,No,14,26,Burgas,No
3460,Male,31,Back Office,Back Office Manager,07/10/2015,1400,1,0.49,2,Bachelor's,3,9,Yes,1,47,Sofia,Yes
8422,Male,23,Marketing,Marketing Analyst,10/01/2022,6600,4,0.15,4.6,PhD,1,2,No,4,63,Varna,Yes
5006,Male,46,Loan Servicing,Loan Processor,02/12/2017,7800,5,0.1,4.7,High School,3,7,Yes,6,15,Sofia,Yes
3850,Male,23,Legal,Corporate Lawyer,10/02/2011,7200,3,0.12,2.7,High School,2,13,Yes,16,76,Sofia,No
7722,Female,42,Loan Servicing,Loan Underwriter,11/20/2009,4000,1,0.41,1,Bachelor's,5,14,Yes,6,54,Varna,No
4779,Male,58,Digital Banking,Digital Banking Specialist,11/09/2012,6700,3,0.19,2.6,Bachelor's,7,11,No,2,63,Sofia,No
9819,Male,28,Collection,Collection Agent,3/17/2023,4600,1,0.29,1,High School,2,1,Yes,10,26,Varna,No
5230,Female,22,Security,Security Analyst,2/25/2022,9200,5,0.09,4.8,PhD,3,2,Yes,0,72,Sofia,Yes
4707,Female,42,Treasury,Treasury Manager,3/17/2023,8100,5,0.03,5,High School,2,1,Yes,4,17,Plovdiv,No
1895,Female,40,Fraud Prevention,Fraud Analyst,10/13/2021,3600,2,0.25,2.4,Master's,8,2,No,3,26,Varna,No
7523,Male,29,Legal,Paralegal,08/11/2018,6000,4,0.03,3.2,PhD,2,6,Yes,5,42,Plovdiv,Yes
6255,Female,49,IT,System Administrator,5/22/2021,5400,2,0.42,1.4,Bachelor's,6,3,No,6,52,Burgas,Yes
3312,Female,23,Business Transformation,Business Analyst,10/08/2016,9400,5,0.09,4.8,Bachelor's,2,7,Yes,19,73,Varna,Yes
5672,Male,40,Corporate Banking,Client Advisor,10/22/2023,4000,1,0.5,1.1,High School,4,0,Yes,9,68,Plovdiv,No
7585,Female,38,Legal,Legal Advisor,3/31/2018,2400,2,0.24,2.7,PhD,8,6,No,6,34,Burgas,Yes
3573,Female,39,Risk Management,Risk Analyst,9/21/2013,6100,3,0.17,2.5,Bachelor's,8,11,No,17,68,Varna,No
2180,Male,56,Fraud Prevention,Fraud Analyst,02/02/2014,6200,2,0.22,2,High School,9,10,No,19,20,Plovdiv,Yes
1496,Male,55,Back Office,Back Office Clerk,12/08/2019,6900,5,0.16,5,PhD,3,4,Yes,14,57,Varna,Yes
8302,Female,44,Operations,Operations Analyst,07/07/2019,5200,1,0.21,1.3,Bachelor's,6,5,Yes,9,68,Burgas,No
1643,Female,25,Legal,Paralegal,7/25/2010,6700,2,0.35,2.7,Master's,4,14,Yes,19,22,Sofia,Yes
3760,Female,55,Treasury,Liquidity Specialist,07/10/2023,7200,3,0.1,3.5,Bachelor's,4,1,Yes,5,41,Burgas,Yes
7193,Female,32,Legal,Compliance Lawyer,10/03/2019,4900,4,0.09,4,Bachelor's,2,5,Yes,0,46,Burgas,Yes
8736,Male,37,Back Office,Back Office Clerk,12/16/2014,6300,3,0.14,3.8,Master's,6,9,No,10,47,Sofia,No
5290,Male,45,Back Office,Administrative Assistant,07/02/2015,6900,5,0.1,5,High School,3,9,Yes,13,67,Plovdiv,No
3138,Male,34,Trade Finance,Trade Analyst,6/22/2012,10700,4,0.02,3.9,Bachelor's,2,12,Yes,9,61,Sofia,No
7389,Female,27,Digital Banking,Digital Product Manager,07/08/2010,7200,4,0.15,4.6,PhD,2,14,Yes,0,57,Plovdiv,Yes
7144,Female,22,Internal Audit,Internal Auditor,08/10/2019,5400,2,0.23,2.7,High School,4,5,Yes,15,49,Varna,Yes
3025,Female,34,Back Office,Administrative Assistant,06/04/2014,6600,3,0.07,3.1,Bachelor's,4,10,No,6,6,Burgas,No
1111,Female,58,Compliance,Data Privacy Specialist,11/06/2012,6600,2,0.38,2.5,PhD,5,11,No,16,73,Ruse,Yes
4829,Male,57,Business Transformation,Change Manager,9/26/2024,3400,2,0.31,3.1,PhD,8,0,No,2,35,Varna,No
4091,Male,34,Risk Management,Risk Analyst,01/08/2017,8500,4,0.05,3.2,Master's,1,7,Yes,0,67,Sofia,No
2969,Female,58,Business Transformation,Business Analyst,06/10/2013,8300,4,0.12,4,High School,2,11,Yes,16,23,Varna,Yes
7624,Female,33,Business Transformation,Business Analyst,12/08/2013,6100,2,0.44,2.2,Bachelor's,2,10,No,14,65,Plovdiv,Yes
9840,Female,57,Internal Audit,Internal Auditor,8/19/2021,8200,5,0.07,5,High School,1,3,Yes,1,74,Burgas,Yes
4759,Male,36,Product Management,Product Development Specialist,05/03/2018,7000,4,0.18,4.9,Master's,3,6,Yes,4,22,Plovdiv,Yes
6112,Female,35,Security,Cybersecurity Specialist,11/08/2011,2400,1,0.27,1.2,Bachelor's,8,12,No,10,23,Plovdiv,No
3450,Female,30,Loan Servicing,Loan Underwriter,11/23/2018,5300,2,0.41,1.9,High School,7,5,No,13,68,Ruse,Yes
5501,Female,22,Finance,Finance Manager,11/06/2012,7000,5,0.19,5,Bachelor's,3,11,Yes,3,52,Ruse,No
7536,Female,52,Retail Banking,Team Leader,2/17/2019,2300,2,0.28,2.1,PhD,3,5,No,3,20,Plovdiv,No
9002,Female,22,Wealth Management,Financial Advisor,10/20/2010,6300,3,0.11,3,Bachelor's,5,13,No,14,40,Sofia,Yes
3947,Female,47,Risk Management,Senior Risk Manager,01/02/2014,5300,1,0.29,1.4,PhD,6,10,Yes,19,75,Ruse,No
7813,Female,43,Human Resources,Recruiter,5/25/2014,8300,4,0.06,4.5,Bachelor's,1,10,Yes,8,65,Burgas,Yes
8852,Female,47,Marketing,Marketing Analyst,9/23/2015,9100,5,0.17,4.6,Bachelor's,3,9,Yes,6,14,Burgas,Yes
1357,Female,56,Collection,Collection Manager,03/06/2019,7700,5,0.04,5,Master's,3,5,Yes,7,27,Plovdiv,Yes
1068,Female,36,Operations,Operations Manager,04/05/2024,9200,5,0.04,4.2,PhD,1,0,Yes,10,15,Sofia,Yes
2345,Female,29,Finance,Finance Manager,2/23/2020,6800,5,0.03,4.6,Bachelor's,1,4,Yes,12,39,Plovdiv,Yes
8387,Female,55,Customer Support,Customer Support Representative,9/18/2014,5900,3,0.04,2.4,Master's,3,10,No,19,44,Sofia,Yes
1882,Female,41,Operations,Operations Manager,01/04/2014,3700,2,0.34,1.2,High School,9,10,No,11,58,Sofia,No
5269,Female,32,Loan Servicing,Loan Processor,09/12/2011,6800,3,0.18,3.3,Bachelor's,2,13,Yes,16,72,Varna,No
9835,Male,30,Compliance,KYC Specialist,7/25/2015,4500,3,0.09,2.1,Bachelor's,3,9,No,7,12,Burgas,Yes
5773,Female,34,Wealth Management,Investment Banker,10/02/2022,6400,5,0.12,5,Master's,3,2,Yes,6,2,Plovdiv,Yes
5346,Male,51,Operations,Operations Analyst,2/22/2021,4400,2,0.23,1.4,High School,4,3,Yes,4,14,Plovdiv,Yes
6150,Female,41,Digital Banking,Digital Product Manager,11/17/2013,6400,4,0.2,4.3,Bachelor's,1,10,Yes,6,2,Ruse,Yes
4258,Female,49,Corporate Banking,Loan Officer,3/31/2014,6900,3,0.01,2.9,High School,8,10,No,18,70,Varna,Yes
2447,Male,55,Collection,Collection Manager,6/20/2021,8700,5,0.05,4.3,Bachelor's,3,3,No,3,37,Ruse,Yes
6622,Female,46,Marketing,Communications Specialist,2/14/2023,1900,3,0.13,2.8,Bachelor's,2,1,Yes,14,74,Ruse,Yes
3837,Female,27,Product Management,Product Development Specialist,01/07/2015,5400,1,0.4,1,Bachelor's,2,9,No,9,65,Varna,No
5174,Female,48,Wealth Management,Investment Banker,06/06/2010,6100,4,0.01,3.8,High School,2,14,Yes,18,2,Sofia,Yes
7708,Female,45,IT,Software Developer,12/30/2020,5400,2,0.43,2.5,Bachelor's,7,3,Yes,12,10,Ruse,Yes
4324,Female,59,Compliance,AML Officer,1/13/2024,8100,5,0.12,5,Master's,3,0,Yes,19,76,Burgas,Yes
7905,Female,54,Product Management,Product Analyst,05/08/2018,6700,2,0.36,1.8,High School,5,6,No,8,65,Plovdiv,No
1531,Male,47,Compliance,Regulatory Officer,2/20/2024,7000,3,0.11,2.4,Bachelor's,3,0,Yes,6,3,Varna,Yes
5236,Female,43,Legal,Paralegal,11/20/2016,6500,2,0.38,2.3,PhD,3,7,Yes,9,7,Varna,Yes
1470,Female,48,Risk Management,Regulatory Affairs Specialist,04/11/2020,7500,4,0.06,3.6,High School,2,4,Yes,17,8,Burgas,Yes
4378,Female,48,Wealth Management,Portfolio Manager,10/15/2016,4000,3,0.03,3.2,Master's,1,7,No,12,64,Ruse,No
6767,Female,36,Internal Audit,Audit Manager,10/10/2012,5600,1,0.23,1,Master's,9,11,No,7,39,Plovdiv,Yes
4560,Female,32,Digital Banking,Digital Banking Specialist,10/28/2020,5400,2,0.27,1.3,Bachelor's,2,3,No,4,32,Sofia,Yes
1731,Female,41,Back Office,Administrative Assistant,12/26/2021,9900,5,0.1,4.6,PhD,1,2,Yes,13,17,Sofia,No
1117,Female,38,Marketing,Marketing Analyst,2/22/2014,5300,2,0.34,1.8,Bachelor's,4,10,No,13,60,Varna,No
5728,Female,41,Fraud Prevention,Fraud Analyst,2/14/2023,4800,3,0.1,2.6,Bachelor's,2,1,Yes,9,26,Ruse,No
6100,Female,28,Trade Finance,Trade Finance Specialist,2/18/2022,7100,4,0.2,3.8,Master's,3,2,Yes,17,12,Sofia,Yes
9053,Female,34,Internal Audit,Audit Manager,8/23/2016,9300,5,0.19,4.9,Bachelor's,3,8,No,11,12,Plovdiv,Yes
3940,Female,51,Loan Servicing,Loan Underwriter,5/20/2015,5800,2,0.39,2.4,PhD,8,9,Yes,14,61,Burgas,No
4089,Female,43,Risk Management,Compliance Officer,02/10/2012,4400,2,0.33,1.5,High School,2,12,No,4,65,Sofia,No
6676,Female,34,Fraud Prevention,Fraud Analyst,6/14/2024,4700,3,0.01,2.9,Master's,8,0,No,4,34,Varna,Yes
3340,Female,47,Collection,Debt Recovery Specialist,07/10/2012,3300,2,0.5,2.5,Master's,6,12,Yes,3,53,Sofia,No
3641,Female,28,Finance,Accountant,01/09/2012,6600,4,0.15,3.1,Bachelor's,1,12,Yes,11,42,Varna,Yes
6224,Male,29,Collection,Collection Agent,05/05/2024,7400,4,0.18,4.5,High School,2,0,Yes,7,35,Plovdiv,No
4012,Female,50,Customer Support,Customer Support Representative,10/20/2023,3600,1,0.23,1,High School,3,0,No,16,22,Varna,No
8508,Male,46,Finance,Tax Specialist,4/19/2013,1900,1,0.5,1,PhD,8,11,No,19,50,Burgas,Yes
7604,Male,53,Digital Banking,Digital Banking Specialist,8/24/2020,7500,5,0,5,Master's,1,4,Yes,17,67,Plovdiv,Yes
1557,Male,45,Customer Support,Technical Support Specialist,2/14/2019,8400,4,0.17,4.1,Bachelor's,3,5,Yes,18,44,Burgas,Yes
6870,Male,50,Operations,Operations Manager,12/15/2013,4300,1,0.5,1,High School,7,10,No,6,5,Burgas,No
6011,Female,49,Trade Finance,Trade Finance Specialist,12/13/2018,7000,4,0.11,3.7,PhD,1,5,Yes,4,18,Sofia,Yes
7941,Male,33,Treasury,Treasury Manager,07/04/2015,5800,2,0.32,2.2,Bachelor's,5,9,Yes,16,70,Ruse,No
6157,Female,31,Loan Servicing,Loan Servicing Specialist,11/22/2011,8500,5,0.09,5,PhD,2,12,No,4,20,Plovdiv,No
7121,Female,23,Risk Management,Risk Officer,4/25/2012,4800,2,0.28,2.1,Bachelor's,6,12,No,16,6,Burgas,No
5556,Male,26,Operations,Operations Analyst,5/23/2011,8300,5,0.13,4.5,High School,2,13,No,13,36,Varna,Yes
5406,Female,59,Trade Finance,Trade Analyst,9/14/2010,4300,2,0.32,2.7,Master's,4,14,Yes,3,18,Varna,Yes
6489,Female,27,Business Transformation,Business Analyst,9/28/2016,5400,3,0.06,3.6,High School,4,8,No,8,25,Ruse,No
8652,Female,36,Corporate Banking,Corporate Banker,12/26/2019,3900,1,0.28,1,Bachelor's,6,4,No,9,57,Sofia,Yes
8547,Male,29,Corporate Banking,Relationship Manager,2/25/2016,5300,1,0.45,1.9,Master's,9,8,Yes,13,20,Varna,Yes
8446,Female,48,Fraud Prevention,Fraud Investigator,10/11/2022,4200,1,0.32,1,Master's,8,1,No,8,62,Varna,No
8714,Female,45,Fraud Prevention,Fraud Investigator,09/05/2013,10700,5,0.14,5,Bachelor's,1,11,No,18,79,Burgas,No
3673,Female,51,Risk Management,Risk Consultant,2/14/2018,4500,2,0.42,2.1,High School,1,6,Yes,11,40,Ruse,No
9345,Female,41,IT,Software Developer,12/14/2023,5300,2,0.2,1.9,Master's,2,0,Yes,3,56,Varna,No
6282,Female,41,Legal,Corporate Lawyer,3/26/2013,5700,4,0.06,4.1,High School,1,11,Yes,13,71,Burgas,No
2411,Female,25,Wealth Management,Investment Banker,09/11/2017,9600,4,0.04,4.2,PhD,1,7,Yes,2,9,Sofia,No
3187,Female,22,Mortgage Services,Mortgage Advisor,12/16/2014,11700,4,0.16,3.5,Bachelor's,2,9,No,14,38,Varna,Yes
8576,Female,58,Risk Management,Risk Analyst,09/07/2010,5700,1,0.24,1,Bachelor's,4,14,Yes,17,28,Sofia,No
4318,Female,33,Security,Security Officer,4/27/2024,7300,5,0.15,4.7,Bachelor's,1,0,Yes,13,47,Varna,No
9801,Male,36,Security,Cybersecurity Specialist,6/27/2023,4400,2,0.29,2,Bachelor's,1,1,No,13,18,Plovdiv,No
3209,Male,47,Security,Security Analyst,04/07/2020,11700,4,0.05,4.2,Master's,1,4,Yes,2,6,Burgas,No
7022,Female,43,Business Transformation,Business Analyst,06/10/2022,9900,5,0.12,5,Master's,3,2,Yes,18,77,Burgas,Yes
1222,Male,52,Security,Cybersecurity Specialist,6/15/2020,7000,5,0.02,5,High School,1,4,No,8,66,Sofia,Yes
3820,Male,53,Legal,Legal Advisor,10/06/2021,2700,1,0.44,1,High School,4,2,No,2,46,Plovdiv,Yes
6339,Female,30,Back Office,Administrative Assistant,7/27/2017,8000,5,0.13,4.5,High School,1,7,Yes,0,57,Varna,No
7902,Male,53,Operations,Operations Manager,7/16/2011,7400,3,0.08,3.8,PhD,1,13,No,19,65,Varna,No
7812,Female,59,Collection,Collection Manager,8/30/2024,6700,4,0.18,3.6,Bachelor's,2,0,Yes,6,18,Plovdiv,Yes
8384,Female,42,Treasury,Treasury Manager,7/20/2011,5400,5,0.1,4.5,Master's,3,13,Yes,6,22,Plovdiv,No
6570,Male,47,Marketing,Marketing Analyst,7/23/2023,8900,5,0.06,5,Master's,3,1,Yes,3,18,Sofia,No
3463,Female,44,Internal Audit,Audit Manager,09/03/2018,7200,2,0.46,2.2,PhD,3,6,No,18,55,Burgas,Yes
7398,Female,37,Back Office,Back Office Clerk,12/05/2020,7100,4,0.05,5,Bachelor's,1,3,No,18,75,Ruse,Yes
6904,Female,24,IT,System Administrator,03/09/2015,7800,4,0.07,3.6,High School,2,9,Yes,19,32,Sofia,Yes
4575,Male,48,Digital Banking,Digital Product Manager,03/09/2022,9200,3,0.06,3.8,Bachelor's,3,2,Yes,18,47,Plovdiv,Yes
5297,Female,40,Retail Banking,Teller,08/02/2022,8500,5,0.16,4.9,High School,1,2,Yes,14,63,Varna,Yes
6945,Female,38,Internal Audit,Audit Manager,04/01/2015,2700,1,0.24,1,PhD,3,9,No,12,33,Varna,Yes
3586,Female,53,Fraud Prevention,Fraud Analyst,12/05/2009,8000,3,0.18,3,High School,1,14,Yes,16,15,Ruse,No
8739,Female,29,Corporate Banking,Credit Analyst,09/11/2023,3200,1,0.29,1,Bachelor's,6,1,No,2,0,Burgas,No
7570,Female,26,Compliance,Data Privacy Specialist,10/23/2011,6500,2,0.34,2.4,PhD,7,12,No,6,21,Ruse,Yes
5482,Male,22,Back Office,Back Office Manager,4/29/2013,7200,3,0.02,2.3,Master's,3,11,No,9,23,Burgas,Yes
3591,Female,40,Compliance,Data Privacy Specialist,10/06/2023,4300,5,0.05,5,Master's,2,0,Yes,1,63,Plovdiv,No
3600,Female,36,Finance,Financial Analyst,2/25/2010,6800,5,0.08,4.6,PhD,3,14,Yes,10,11,Varna,Yes
7238,Female,59,Retail Banking,Personal Banker,10/02/2020,6900,4,0.18,4.4,Master's,2,4,Yes,17,30,Burgas,Yes
7114,Female,42,Operations,Data Entry Clerk,03/03/2018,1400,1,0.23,1.2,High School,7,6,Yes,7,12,Sofia,No
8287,Female,45,Corporate Banking,Corporate Finance Associate,7/26/2020,4700,3,0.03,3.1,PhD,6,4,No,4,58,Ruse,No
5079,Female,50,Treasury,Treasury Analyst,1/27/2012,3900,1,0.26,1.2,Master's,1,12,No,4,24,Sofia,No
3150,Female,35,Security,Cybersecurity Specialist,10/28/2012,8900,3,0.05,2.9,Bachelor's,9,11,Yes,9,16,Varna,No
9803,Female,49,Corporate Banking,Corporate Banker,10/01/2019,8100,5,0.06,5,High School,1,5,Yes,6,21,Plovdiv,No
2651,Male,41,Business Transformation,Project Manager,3/16/2024,4100,2,0.47,2.5,PhD,6,0,No,0,73,Burgas,No
5975,Male,50,Marketing,Communications Specialist,3/28/2018,8400,3,0.01,3,High School,8,6,No,13,32,Plovdiv,No
9652,Male,22,Collection,Debt Recovery Specialist,12/08/2023,5400,2,0.33,2.2,PhD,1,0,Yes,10,47,Varna,No
5673,Female,29,Compliance,KYC Specialist,6/29/2022,8200,5,0.06,4.6,PhD,1,2,Yes,12,76,Burgas,Yes
6991,Female,55,Security,Security Officer,08/05/2015,4900,3,0.16,2.7,Bachelor's,7,9,Yes,14,14,Varna,Yes
2370,Female,58,Risk Management,Senior Risk Manager,9/19/2020,6400,5,0.16,4.3,Bachelor's,3,4,No,2,12,Ruse,Yes
4851,Male,56,Security,Security Officer,02/12/2018,1400,1,0.49,1,PhD,3,6,No,8,34,Ruse,No
2910,Female,37,Digital Banking,Online Banking Manager,06/04/2022,6500,5,0.14,4.1,Master's,1,2,Yes,8,50,Burgas,Yes
9322,Female,41,Marketing,Communications Specialist,5/21/2012,5600,1,0.44,1.2,Master's,7,12,No,8,41,Burgas,No
9408,Male,57,Internal Audit,Audit Manager,07/04/2012,8100,5,0.01,4.3,Master's,3,12,Yes,5,66,Plovdiv,No
4909,Female,40,Finance,Financial Analyst,3/27/2020,9800,4,0.19,3.8,High School,1,4,Yes,13,29,Ruse,Yes
6104,Male,26,Compliance,AML Officer,7/29/2014,10200,5,0.17,4,Master's,3,10,Yes,13,52,Plovdiv,Yes
6379,Female,44,Back Office,Back Office Manager,7/23/2014,6000,4,0.17,4,Master's,2,10,No,2,74,Sofia,Yes
7681,Female,53,Business Transformation,Business Analyst,06/10/2024,7300,5,0.02,5,PhD,3,0,Yes,17,52,Ruse,No
4061,Female,52,Human Resources,HR Specialist,9/20/2021,6800,3,0.17,2.4,Bachelor's,8,3,No,10,44,Varna,No
2618,Male,46,Product Management,Product Manager,5/23/2019,2900,1,0.26,1,PhD,1,5,No,12,68,Varna,No
7541,Female,24,Customer Support,Customer Support Representative,10/23/2021,4800,5,0.14,4.9,PhD,1,2,No,0,16,Varna,No
6119,Female,35,Back Office,Back Office Clerk,12/18/2015,6700,4,0.08,4.2,Bachelor's,2,8,No,17,79,Sofia,No
8657,Female,33,IT,IT Manager,11/18/2011,4300,2,0.35,2.1,High School,5,12,No,10,34,Ruse,No
2013,Female,48,Security,Security Officer,01/10/2011,6800,5,0.08,4.6,Bachelor's,3,13,No,2,50,Sofia,Yes
5920,Female,46,Risk Management,Risk Analyst,11/09/2011,5500,2,0.42,2.2,Master's,3,12,Yes,5,43,Sofia,Yes
4532,Female,47,Fraud Prevention,Fraud Investigator,10/09/2010,5200,1,0.31,2,Master's,9,13,Yes,10,55,Plovdiv,Yes
6391,Female,47,Risk Management,Risk Analyst,02/10/2024,9100,5,0.02,5,High School,3,0,Yes,9,38,Plovdiv,Yes
7315,Female,34,Back Office,Back Office Manager,10/29/2022,7100,5,0.19,4.4,Bachelor's,2,1,No,7,25,Ruse,Yes
9727,Male,26,Customer Support,Customer Support Representative,10/10/2009,4200,1,0.42,1,Bachelor's,4,14,No,13,45,Burgas,No
4351,Female,53,Legal,Paralegal,6/28/2019,4900,2,0.41,1.8,High School,3,5,Yes,12,75,Burgas,No
6400,Female,22,Compliance,AML Officer,8/18/2018,6900,4,0.16,3.8,Master's,3,6,Yes,13,65,Varna,Yes
4111,Female,31,Digital Banking,Digital Product Manager,7/19/2010,8800,3,0.11,3.2,Master's,2,14,Yes,18,62,Sofia,No
2569,Female,24,Sales,Sales Representative,05/08/2019,6900,3,0.16,2.9,PhD,9,5,No,10,74,Burgas,No
8692,Female,24,Wealth Management,Investment Banker,8/21/2017,8000,5,0.05,4.7,Bachelor's,2,7,Yes,14,5,Plovdiv,No
7628,Male,55,Business Transformation,Project Manager,6/15/2023,6300,4,0.05,4.1,Master's,1,1,Yes,9,2,Ruse,No
9535,Male,42,Fraud Prevention,Fraud Investigator,3/30/2022,4800,4,0.2,4.2,Bachelor's,1,2,No,5,35,Sofia,No
4885,Male,57,Product Management,Product Development Specialist,9/20/2019,9800,3,0.06,2.2,Master's,5,5,No,7,48,Plovdiv,Yes
9668,Female,58,Mortgage Services,Mortgage Advisor,02/07/2019,11100,5,0.05,4.6,High School,3,5,No,16,54,Ruse,Yes
2616,Male,42,Legal,Legal Advisor,11/21/2020,7300,3,0.01,2.8,Bachelor's,9,3,No,7,32,Plovdiv,Yes
2887,Female,51,Mortgage Services,Mortgage Underwriter,12/14/2020,8700,5,0.11,5,High School,2,3,Yes,18,73,Ruse,No
4158,Male,33,Marketing,Marketing Analyst,11/13/2017,8800,4,0.12,3.9,PhD,2,6,Yes,18,34,Varna,Yes
2012,Female,29,Operations,Data Entry Clerk,08/01/2017,7800,5,0.11,4.3,Bachelor's,2,7,No,15,16,Burgas,Yes
6107,Female,58,Marketing,Communications Specialist,9/13/2017,5500,2,0.26,1.7,High School,7,7,No,12,13,Varna,Yes
9106,Male,42,Human Resources,HR Manager,12/09/2014,1600,3,0.2,3.2,Master's,2,9,Yes,14,33,Ruse,No
7667,Female,25,Back Office,Back Office Clerk,11/28/2013,6100,3,0.09,2.7,Bachelor's,4,10,Yes,11,7,Varna,Yes
6126,Female,57,Product Management,Product Development Specialist,8/21/2015,8400,5,0.17,5,PhD,1,9,No,9,34,Plovdiv,Yes
3614,Female,49,Product Management,Product Manager,06/02/2020,3800,2,0.35,2.8,High School,5,4,No,18,74,Sofia,Yes
4301,Male,53,Retail Banking,Customer Service Representative,10/01/2022,4400,1,0.39,1,Bachelor's,4,2,No,5,51,Ruse,Yes
9744,Male,23,Corporate Banking,Account Manager,1/31/2015,8300,5,0.03,4.8,PhD,2,9,Yes,17,61,Varna,Yes
4189,Female,54,Sales,Sales Consultant,6/15/2011,2900,1,0.24,1,PhD,4,13,No,7,23,Varna,No
8264,Female,57,Finance,Financial Analyst,5/21/2019,3800,3,0.09,2.4,High School,7,5,Yes,12,20,Ruse,No
2398,Male,42,Human Resources,Recruiter,08/03/2013,5500,1,0.48,1,Master's,3,11,No,3,17,Plovdiv,No
4235,Female,52,Business Transformation,Project Manager,03/02/2020,8300,5,0.1,4.3,PhD,2,4,Yes,3,48,Ruse,No
5121,Female,49,Business Transformation,Project Manager,01/06/2013,7200,3,0.1,3.3,Master's,5,11,No,9,38,Burgas,No
1687,Female,40,Product Management,Product Analyst,4/28/2020,6400,5,0.18,4.5,Master's,1,4,Yes,11,38,Ruse,Yes
4670,Female,58,Marketing,Marketing Manager,12/06/2009,5100,3,0.09,3.2,Master's,9,14,Yes,3,14,Sofia,No
7926,Male,58,IT,System Administrator,10/02/2013,6300,5,0.13,4.6,High School,1,11,Yes,18,37,Plovdiv,No
8909,Male,33,Treasury,Treasury Analyst,07/01/2010,7600,3,0.02,3,High School,6,14,No,0,6,Burgas,No
8886,Female,33,Compliance,Compliance Analyst,12/01/2014,5600,1,0.45,1.7,Master's,5,9,No,12,20,Sofia,No
6321,Male,57,Fraud Prevention,Fraud Investigator,12/15/2018,4900,1,0.47,1.4,Bachelor's,6,5,No,1,32,Ruse,No
9515,Female,25,Risk Management,Senior Risk Manager,4/23/2021,4100,1,0.33,1,Master's,3,3,No,10,15,Varna,Yes
1979,Female,38,Operations,Back Office Specialist,7/17/2022,6600,2,0.43,1.5,Bachelor's,9,2,No,12,34,Plovdiv,No
4079,Female,53,Mortgage Services,Mortgage Underwriter,11/10/2015,7500,4,0.18,3.8,Bachelor's,3,8,Yes,12,73,Sofia,No
2309,Female,55,Legal,Paralegal,09/08/2023,9200,5,0.05,4.6,PhD,3,1,No,9,33,Sofia,No
7672,Male,54,Marketing,Marketing Analyst,9/15/2024,8400,3,0.09,2.9,Master's,8,0,Yes,10,47,Varna,Yes
7574,Female,58,Retail Banking,Retail Banker,5/31/2019,6700,5,0.02,4.5,Master's,2,5,Yes,18,63,Burgas,No
7304,Female,22,IT,IT Support,12/20/2018,5100,1,0.24,1,Bachelor's,4,5,No,3,49,Varna,No
1869,Male,38,Mortgage Services,Mortgage Underwriter,04/08/2022,6600,3,0.07,3.5,High School,2,2,Yes,1,58,Varna,No
6673,Female,52,Corporate Banking,Corporate Banker,08/05/2021,7300,5,0.01,4.7,Master's,1,3,Yes,18,75,Sofia,Yes
2028,Female,51,Collection,Collection Manager,07/09/2022,2600,2,0.42,1.7,High School,2,2,No,9,62,Burgas,Yes
1743,Male,53,Internal Audit,Audit Analyst,11/10/2022,10400,5,0.09,4.7,High School,1,1,No,14,3,Burgas,Yes
5301,Female,23,Wealth Management,Financial Advisor,02/10/2018,6000,4,0.2,4.4,PhD,1,6,Yes,0,38,Burgas,No
2074,Male,58,Business Transformation,Change Manager,07/11/2024,6200,4,0.1,4,Master's,1,0,Yes,12,5,Varna,Yes
2267,Female,28,Treasury,Treasury Manager,10/20/2017,4300,1,0.35,1,Bachelor's,8,6,No,8,70,Sofia,No
